MP:0000001	mammalian phenotype	哺乳類の表現型
MP:0002201	obsolete abnormal neurotransmitter receptor physiology	OBSOLETE
MP:0002204	abnormal synaptic neurotransmitter level	神経伝達物質レベル異常
MP:0002205	obsolete neurotransmitter imbalance	OBSOLETE
MP:0002206	abnormal CNS synaptic transmission	中枢神経系シナプス伝達異常
MP:0002207	abnormal long-term potentiation	長期増強異常
MP:0002208	abnormal germ cell morphology	生殖細胞形態異常
MP:0002209	decreased germ cell number	生殖細胞数減少
MP:0002210	abnormal sex determination	性決定異常
MP:0002211	abnormal primary sex determination	一次性決定異常
MP:0002212	abnormal secondary sex determination	二次性決定異常
MP:0002213	true hermaphroditism	真性半陰陽
MP:0002214	streak gonad	線条性腺
MP:0002215	obsolete testicular feminization	OBSOLETE
MP:0002216	abnormal seminiferous tubule morphology	精細管形態異常
MP:0002217	small lymph nodes	リンパ節矮小化
MP:0002218	increased lymph node number	リンパ節数増加
MP:0002219	decreased lymph node number	リンパ節数減少
MP:0002220	large lymphoid organs	リンパ器官サイズ増加
MP:0002221	abnormal lymph organ size	リンパ器官サイズ異常
MP:0002222	obsolete abnormal lymph organ cellularity	OBSOLETE
MP:0002223	lymphoid hypoplasia	リンパ形成不全
MP:0002224	abnormal spleen size	脾臓サイズ異常
MP:0002225	obsolete abnormal spleen cellularity	OBSOLETE
MP:0002227	abnormal spleen capsule morphology	脾臓被膜形態異常
MP:0002228	abnormal spleen trabecular vein morphology	脾柱静脈形態異常
MP:0002229	neurodegeneration	神経変性
MP:0002230	abnormal primitive streak formation	原始線状形成異常
MP:0002231	abnormal primitive streak morphology	原始線状形態異常
MP:0002232	obsolete sensory capabilities	OBSOLETE
MP:0002233	abnormal nose morphology	鼻部形態異常
MP:0002234	abnormal pharynx morphology	咽頭形態異常
MP:0002235	abnormal external nares morphology	外鼻孔形態異常
MP:0002236	abnormal internal nares morphology	内鼻孔形態異常
MP:0002237	abnormal nasal cavity morphology	鼻腔形態異常
MP:0002238	abnormal nasal mucosa morphology	鼻粘膜形態異常
MP:0002239	abnormal nasal septum morphology	鼻中隔形態異常
MP:0002240	abnormal paranasal sinus morphology	副鼻腔形態異常
MP:0002241	abnormal laryngeal mucosa goblet cell morphology	喉頭粘膜杯細胞形態異常
MP:0002242	abnormal olfactory mucosa morphology	嗅粘膜形態異常
MP:0002243	abnormal vomeronasal organ morphology	鋤鼻器官形態異常
MP:0002244	abnormal turbinate morphology	鼻甲介形態異常
MP:0002245	abnormal ethmoid sinus morphology	篩骨洞形態異常
MP:0002246	abnormal frontal sinus morphology	前頭洞形態異常
MP:0002247	abnormal maxillary sinus morphology	上顎洞形態異常
MP:0002248	abnormal sphenoid sinus morphology	蝶形骨洞形態異常
MP:0002249	abnormal larynx morphology	喉頭形態異常
MP:0002250	abnormal hypopharynx morphology	下咽頭形態異常
MP:0002251	abnormal nasopharynx morphology	上咽頭形態異常
MP:0002252	abnormal oropharynx morphology	中咽頭形態異常
MP:0002253	abnormal pharyngeal muscle morphology	咽頭筋形態異常
MP:0002254	reproductive system inflammation	生殖系炎症
MP:0002255	abnormal glottis morphology	声門形態異常
MP:0002256	abnormal laryngeal cartilage morphology	喉頭軟骨形態異常
MP:0002257	abnormal arytenoid cartilage morphology	披裂軟骨形態異常
MP:0002258	abnormal cricoid cartilage morphology	輪状軟骨形態異常
MP:0002260	abnormal thyroid cartilage morphology	甲状軟骨形態異常
MP:0002261	abnormal laryngeal mucosa morphology	喉頭粘膜形態異常
MP:0002262	abnormal nasal mucosa goblet cell morphology	鼻粘膜杯細胞形態異常
MP:0002263	abnormal laryngeal muscle morphology	喉頭筋形態異常
MP:0002264	abnormal bronchus morphology	気管支形態異常
MP:0002265	abnormal left major bronchus morphology	左気管支形態異常
MP:0002266	abnormal right major bronchus morphology	右気管支形態異常
MP:0002267	abnormal bronchiole morphology	細気管支形態異常
MP:0002268	abnormal terminal bronchiole morphology	末端細気管支形態異常
MP:0002269	muscular atrophy	筋萎縮症
MP:0002270	abnormal pulmonary alveolus morphology	肺胞形態異常
MP:0002271	abnormal pulmonary alveolar duct morphology	肺胞管形態異常
MP:0002272	abnormal nervous system electrophysiology	神経系電気生理異常
MP:0002273	abnormal pulmonary alveolus epithelial cell morphology	肺胞上皮細胞形態異常
MP:0002274	abnormal type I pneumocyte morphology	Ⅰ型肺胞上皮形態異常
MP:0002275	abnormal type II pneumocyte morphology	Ⅱ型肺胞上皮形態異常
MP:0002276	abnormal lung interstitium morphology	肺間質形態異常
MP:0002277	abnormal respiratory mucosa morphology	呼吸器系粘膜形態異常
MP:0002278	obsolete abnormal respiratory muscle morphology	OBSOLETE
MP:0002279	abnormal diaphragm morphology	横隔膜形態異常
MP:0002280	abnormal intercostal muscle morphology	肋間筋形態異常
MP:0002281	abnormal respiratory mucosa goblet cell morphology	呼吸器系粘膜杯細胞形態異常
MP:0002282	abnormal trachea morphology	気管形態異常
MP:0002283	obsolete hyaline cartilage abnormalities	OBSOLETE
MP:0002284	abnormal tracheal smooth muscle morphology	気管平滑筋形態異常
MP:0002285	abnormal tracheal ciliated epithelium morphology	気管線毛上皮形態異常
MP:0002286	cryptorchism	停留睾丸
MP:0002287	obsolete reproductive system: fertility/fecundity characteristics	OBSOLETE
MP:0002288	obsolete litter size	OBSOLETE
MP:0002291	obsolete fecundity characteristics	OBSOLETE
MP:0002292	abnormal gestational length	妊娠期間異常
MP:0002293	long gestation period	妊娠期間延長
MP:0002294	short gestation period	妊娠期間短縮
MP:0002295	abnormal pulmonary circulation	肺循環異常
MP:0002296	aspiration	吸引
MP:0002297	abnormal forced expiratory flow rates	強制呼気速度異常
MP:0002298	obsolete abnormal maximal expiratory flow rate	OBSOLETE
MP:0002299	obsolete abnormal maximal expiratory flow-volume curve	OBSOLETE
MP:0002300	obsolete abnormal maximal midexpiratory flow rate	OBSOLETE
MP:0002301	obsolete abnormal peak expiratory flow rate	OBSOLETE
MP:0002302	obsolete abnormal forced expiratory volume	OBSOLETE
MP:0002303	obsolete abnormal maximal voluntary ventilation	OBSOLETE
MP:0002304	abnormal total lung capacity	全肺気量異常
MP:0002305	obsolete abnormal closing volume	OBSOLETE
MP:0002306	abnormal functional residual capacity	機能的残気量異常
MP:0002307	obsolete abnormal expiratory reserve volume	OBSOLETE
MP:0002308	abnormal residual volume	残気量異常
MP:0002309	abnormal vital capacity	肺活量異常
MP:0002310	decreased susceptibility to hepatic steatosis	脂肪肝に対する感受性低下
MP:0002311	abnormal inspiratory capacity	深吸気量異常
MP:0002312	abnormal inspiratory reserve volume	吸気予備量異常
MP:0002313	abnormal tidal volume	一回呼吸気量異常
MP:0002314	abnormal respiratory mechanics	呼吸器異常
MP:0002315	obsolete abnormal respiratory signs/symptoms	OBSOLETE
MP:0002316	anoxia	アノキシア
MP:0002318	hypercapnia	高炭酸血症
MP:0002319	hyperoxia	高酸素症
MP:0002320	hyperventilation	過換気
MP:0002321	hypoventilation	低換気
MP:0002322	abnormal respiratory transport	呼吸ガス輸送異常
MP:0002323	decreased susceptibility to hyperlipidemia	高脂血症に対する感受性低下
MP:0002324	abnormal alveolocapillary membrane morphology	血液空気関門形態異常
MP:0002325	abnormal pulmonary diffusing capacity	肺拡散能力異常
MP:0002326	abnormal ventilation-perfusion ratio	換気血流比異常
MP:0002327	abnormal respiratory function	呼吸機能異常
MP:0002328	abnormal airway resistance	気道抵抗異常
MP:0002329	abnormal blood gas level	血中ガス異常
MP:0002330	abnormal bronchial provocation	気管支誘発異常
MP:0002332	abnormal exercise endurance	運動耐久力異常
MP:0002333	abnormal lung compliance	肺コンプライアンス異常
MP:0002334	abnormal airway responsiveness	気道反応性異常
MP:0002335	decreased airway responsiveness	気道反応性低下
MP:0002336	abnormal pulmonary gas exchange	肺ガス交換異常
MP:0002337	abnormal whole-body plethysmography	全身プレチスモグラフィー異常
MP:0002338	abnormal pulmonary ventilation	肺換気異常
MP:0002339	abnormal lymph node morphology	リンパ節形態異常
MP:0002340	abnormal axillary lymph node morphology	腋窩リンパ節形態異常
MP:0002341	obsolete abnormal lymph node capsule	OBSOLETE
MP:0002342	abnormal lymph node trabecula morphology	リンパ節梁柱異常
MP:0002343	abnormal lymph node cortex morphology	リンパ節皮質異常
MP:0002344	abnormal lymph node B cell domain morphology	リンパ節B細胞存在領域異常
MP:0002345	abnormal lymph node primary follicle morphology	リンパ節一次濾胞異常
MP:0002346	abnormal lymph node secondary follicle morphology	リンパ節二次濾胞異常
MP:0002347	abnormal lymph node T cell domain morphology	リンパ節T細胞存在領域異常
MP:0002348	abnormal lymph node medulla morphology	リンパ節髄質異常
MP:0002349	abnormal afferent lymphatic vessel morphology	輸入リンパ管形態異常
MP:0002350	abnormal efferent lymphatic vessel morphology	輸出リンパ管形態異常
MP:0002351	abnormal cervical lymph node morphology	頚部リンパ節形態異常
MP:0002352	abnormal popliteal lymph node morphology	膝窩リンパ節形態異常
MP:0002353	abnormal inguinal lymph node morphology	鼠径部リンパ節形態異常
MP:0002354	abnormal spleen trabecular artery morphology	脾柱動脈形態異常
MP:0002355	obsolete abnormal spleen venous sinus	OBSOLETE
MP:0002356	abnormal spleen red pulp morphology	赤脾髄形態異常
MP:0002357	abnormal spleen white pulp morphology	白脾髄形態異常
MP:0002358	abnormal spleen periarteriolar lymphoid sheath morphology	脾臓細動脈周囲リンパ球鞘形態異常
MP:0002359	abnormal spleen germinal center morphology	脾臓胚中心形態異常
MP:0002360	abnormal spleen B cell corona morphology	脾臓B細胞冠形態異常
MP:0002361	abnormal spleen central arteriole morphology	脾臓中心細動脈形態異常
MP:0002362	abnormal spleen marginal zone morphology	脾臓辺縁帯形態異常
MP:0002363	abnormal spleen marginal sinus morphology	脾臓辺縁洞形態異常
MP:0002364	abnormal thymus size	胸腺サイズ異常
MP:0002365	obsolete abnormal thymus cellularity	OBSOLETE
MP:0002367	abnormal thymus lobule morphology	胸腺小葉形態異常
MP:0002368	abnormal thymus capsule morphology	胸腺皮膜形態異常
MP:0002369	abnormal thymus subcapsular epithelium morphology	胸腺被膜下上皮形態異常
MP:0002370	abnormal thymus trabecula morphology	胸腺小柱形態異常
MP:0002371	abnormal thymus cortex morphology	胸腺皮質形態異常
MP:0002373	obsolete abnormal macrophages in the thymus	OBSOLETE
MP:0002374	obsolete abnormal thymus epithelial cells	OBSOLETE
MP:0002375	abnormal thymus medulla morphology	胸腺髄質形態異常
MP:0002376	abnormal dendritic cell physiology	樹状突起細胞生理異常
MP:0002377	abnormal mucosa-associated lymphoid tissue morphology	粘膜関連リンパ組織形態異常
MP:0002378	abnormal gut-associated lymphoid tissue morphology	腸管関連リンパ組織形態異常
MP:0002379	abnormal oropharyngeal lymphoid tissue morphology	中咽頭リンパ組織形態異常
MP:0002380	abnormal palatine tonsil morphology	扁桃形態異常
MP:0002381	obsolete abnormal tonsil capsule	OBSOLETE
MP:0002382	obsolete abnormal lymphatic nodules with germinal centers	OBSOLETE
MP:0002383	obsolete abnormal tonsil crypts	OBSOLETE
MP:0002384	abnormal nasopharyngeal tonsil morphology	咽頭扁桃形態異常
MP:0002385	abnormal lingual tonsillar tissue morphology	舌扁桃組織形態異常
MP:0002386	abnormal tubal tonsil morphology	耳管扁桃形態異常
MP:0002387	obsolete abnormal prevalence of Peyer's patches	OBSOLETE
MP:0002388	abnormal Peyer's patch epithelium morphology	パイエル板上皮形態異常
MP:0002389	abnormal Peyer's patch follicle morphology	パイエル板濾胞形態異常
MP:0002390	obsolete abnormal Peyer's patch dome	OBSOLETE
MP:0002391	abnormal Peyer's patch germinal center morphology	パイエル板胚中心形態異常
MP:0002392	abnormal Peyer's patch T cell area morphology	パイエル板T細胞量異常 (abnormal Peyer's patch T cell area morphology)
MP:0002393	abnormal bronchus-associated lymphoid tissue morphology	気管支関連リンパ組織形態異常
MP:0002394	obsolete absent thymocyte subset	OBSOLETE
MP:0002395	obsolete hemolymphoid system abnormalities	OBSOLETE
MP:0002396	abnormal hematopoietic system morphology/development	造血系形態／発達異常
MP:0002397	abnormal bone marrow morphology	骨髄形態異常
MP:0002398	abnormal bone marrow cell morphology/development	骨髄細胞形態／発達異常
MP:0002399	abnormal pluripotent precursor cell morphology	多機能性前駆細胞形態／発達異常
MP:0002400	abnormal multipotent stem cell morphology	多能性幹細胞形態異常
MP:0002401	abnormal lymphopoiesis	リンパ球新生異常
MP:0002403	abnormal pre-B cell morphology	pre-B細胞形態異常
MP:0002404	increased intestinal adenoma incidence	腸アデノーマ
MP:0002405	respiratory system inflammation	呼吸器系の炎症
MP:0002406	increased susceptibility to infection	感染に対する感受性上昇
MP:0002407	abnormal double-negative T cell morphology	ダブルネガティブ（CD4/CD8）T細胞形態異常
MP:0002408	abnormal double-positive T cell morphology	ダブルポジティブ（CD4/CD8）T細胞形態異常
MP:0002409	decreased susceptibility to infection	感染症に対する感受性低下
MP:0002410	decreased susceptibility to viral infection	ウィルス感染に対する感受性低下
MP:0002411	decreased susceptibility to bacterial infection	細菌感染症に対する感受性低下
MP:0002412	increased susceptibility to bacterial infection	細菌感染症に対する感受性上昇
MP:0002413	abnormal megakaryocyte progenitor cell morphology	巨核球前駆細胞形態異常
MP:0002414	abnormal myeloblast morphology/development	骨髄芽球形態／発達異常
